Text,Word Number,Line Start,Line End,Normalized,Language,Number
bshe0027.xml,1,1,1,ἀγαθῆι,grc,0
bshe0027.xml,2,1,1,τύχηι,grc,0
bshe0027.xml,3,1,1,ἔτους,grc,0
bshe0027.xml,4,1,1,γϙ,grc,0
bshe0027.xml,5,2,2,τῶι,grc,0
bshe0027.xml,6,2,2,ὑψίστωι,grc,0
bshe0027.xml,7,2,2,διὶ,grc,0
bshe0027.xml,8,2,2,βακ,grc,0
bshe0027.xml,9,3,3,αἴας,grc,0
bshe0027.xml,10,3,3,νικο,grc,0
bshe0027.xml,11,4,4,λίνου,grc,0
bshe0027.xml,12,4,4,κατ,grc,0
bshe0027.xml,13,4,4,εὐ-,grc,0
bshe0027.xml,14,5,5,χὴν,grc,0
bshe0027.xml,15,5,5,τὸν,grc,0
bshe0027.xml,16,5,5,ναὸν,grc,0
bshe0027.xml,17,5,5,ἐκ,grc,0
bshe0027.xml,18,5,5,τῶν,grc,0
bshe0027.xml,19,6,6,ἰδίων,grc,0
bshe0027.xml,20,6,6,ἀνέθηκεν,grc,0
