Text,Word Number,Line Start,Line End,Normalized,Language,Number
jaff0044.xml,1,1,1,ἰ,grc,0
jaff0044.xml,2,1,1,ω,grc,0
jaff0044.xml,3,1,2,σηςλουλα,grc,0
jaff0044.xml,4,3,3,βου,grc,0
