Text,Word Number,Line Start,Line End,Normalized,Language,Number
zoor0439.xml,1,1,1,תתניח,arc,0
zoor0439.xml,2,1,1,נפשה,arc,0
zoor0439.xml,3,1,1,הדה,arc,0
zoor0439.xml,4,2,2,דשמעיה,arc,0
zoor0439.xml,5,2,2,בר,arc,0
zoor0439.xml,6,2,2,יצחק,arc,0
zoor0439.xml,7,3,3,דמית,arc,0
zoor0439.xml,8,3,3,בעסרה,arc,0
zoor0439.xml,9,3,3,בירח,arc,0
zoor0439.xml,10,4,4,ניסן,arc,0
zoor0439.xml,11,4,4,בשתה,arc,0
zoor0439.xml,12,4,4,קדמיתה,arc,0
zoor0439.xml,13,5,5,דשבועה,arc,0
zoor0439.xml,14,5,5,דהיא,arc,0
zoor0439.xml,15,5,5,שנת,arc,0
zoor0439.xml,16,6,6,ארבע,arc,0
zoor0439.xml,17,6,6,מאה,arc,0
zoor0439.xml,18,6,6,ותלתין,arc,0
zoor0439.xml,19,7,7,וחמש,arc,0
zoor0439.xml,20,7,7,שנין,arc,0
zoor0439.xml,21,7,7,לחרבן,arc,0
zoor0439.xml,22,8,8,בית,arc,0
zoor0439.xml,23,8,8,מקדשה,arc,0
zoor0439.xml,24,8,8,יהיא,arc,0
zoor0439.xml,25,9,9,רצון,arc,0
zoor0439.xml,26,9,9,שייבנה,arc,0
zoor0439.xml,27,9,9,ינוח,arc,0
zoor0439.xml,28,10,10,בשלום,arc,0
zoor0439.xml,29,10,10,על,arc,0
zoor0439.xml,30,10,10,משכבו,arc,0
