Text,Word Number,Line Start,Line End,Normalized,Language,Number
mare0079.xml,1,1,1,ב,arc,0
mare0079.xml,2,1,1,בני,arc,0
mare0079.xml,3,1,1,זידא,arc,0
mare0079.xml,4,2,2,כנבון,arc,0
mare0079.xml,5,3,3,קין,arc,0
mare0079.xml,6,3,3,קסיה,arc,0
mare0079.xml,7,4,4,פין,arc,0
mare0079.xml,8,5,5,בין,arc,0
mare0079.xml,9,6,6,אגנין,arc,0
