Text,Word Number,Line Start,Line End,Normalized,Language,Number
haif0013.xml,1,1,1,μνησθῇ,grc,0
haif0013.xml,2,1,1,φιός,grc,0
haif0013.xml,3,2,2,γαννίκιος,grc,0
haif0013.xml,4,2,2,ὦ,grc,0
haif0013.xml,5,3,3,μεσκεον,grc,0
