Text,Word Number,Line Start,Line End,Normalized,Language,Number
idum0575.xml,1,1,1,ב,arc,0
idum0575.xml,2,1,1,לניסן,arc,0
idum0575.xml,3,1,1,שנת,arc,0
idum0575.xml,4,1,1,אלכסדר,arc,0
idum0575.xml,5,2,2,מלכא,arc,0
idum0575.xml,6,2,2,עזיזו,arc,0
idum0575.xml,7,2,2,חכ,arc,0
idum0575.xml,8,2,2,ס,arc,0
idum0575.xml,9,2,2,ק,arc,0
idum0575.xml,10,2,2,ף,arc,0
idum0575.xml,11,3,3,עליד,arc,0
idum0575.xml,12,3,3,קוסי,arc,0
idum0575.xml,13,3,3,זי,arc,0
idum0575.xml,14,3,3,ערבת,arc,0
idum0575.xml,15,3,3,חינזרו,arc,0
