Text,Word Number,Line Start,Line End,Normalized,Language,Number
bshe0012.xml,1,1,1,ἐκ,grc,0
bshe0012.xml,2,1,1,τῆς,grc,0
bshe0012.xml,3,1,1,δοθείσης,grc,0
bshe0012.xml,4,2,2,θε,grc,0
bshe0012.xml,5,2,2,ίας,grc,0
bshe0012.xml,6,2,2,φιλοτιμίας,grc,0
bshe0012.xml,7,2,2,κατὰ,grc,0
bshe0012.xml,8,3,3,αἴτησιν,grc,0
bshe0012.xml,9,3,3,φλαουίου,grc,0
bshe0012.xml,10,3,3,ἀρσενίου,grc,0
bshe0012.xml,11,4,4,τοῦ,grc,0
bshe0012.xml,12,4,4,ἐνδοξοτάτου,grc,0
bshe0012.xml,13,4,4,τὸ,grc,0
bshe0012.xml,14,4,4,πᾶν,grc,0
bshe0012.xml,15,4,4,ἔργον,grc,0
bshe0012.xml,16,5,5,τοῦ,grc,0
bshe0012.xml,17,5,5,τε,grc,0
bshe0012.xml,18,5,5,ίχους,grc,0
bshe0012.xml,19,5,5,ἀνενεώθη,grc,0
bshe0012.xml,20,6,6,ἐν,grc,0
bshe0012.xml,21,6,6,χρόνοις,grc,0
bshe0012.xml,22,6,6,φλαουίου,grc,0
bshe0012.xml,23,6,6,ἀναστασίου,grc,0
bshe0012.xml,24,7,7,λαμπροτάτου,grc,0
bshe0012.xml,25,7,7,ἄρχοντος,grc,0
bshe0012.xml,26,7,7,ἐν,grc,0
bshe0012.xml,27,7,7,ἰνδικτιῶνι,grc,0
bshe0012.xml,28,7,7,γ,grc,0
