Text,Word Number,Line Start,Line End,Normalized,Language,Number
khis0080.xml,1,2,2,προσφορά,grc,0
khis0080.xml,2,2,2,οὐά,grc,0
khis0080.xml,3,3,3,λεντος,grc,0
khis0080.xml,4,3,3,διακ,grc,0
khis0080.xml,5,4,4,όνου,grc,0
khis0080.xml,6,4,4,ἀμη,grc,0
khis0080.xml,7,4,4,ν,grc,0
