Text,Word Number,Line Start,Line End,Normalized,Language,Number
idum0023.xml,1,1,1,ב,arc,0
idum0023.xml,2,1,1,18,arc,0
idum0023.xml,3,1,1,לתמוז,arc,0
idum0023.xml,4,1,1,שנת,arc,0
idum0023.xml,5,1,1,4,arc,0
idum0023.xml,6,1,1,+,arc,0
idum0023.xml,7,1,1,1,arc,0
idum0023.xml,8,2,2,קוסעי,arc,0
idum0023.xml,9,2,2,ד,arc,0
idum0023.xml,9,2,2,ר,arc,0
idum0023.xml,10,2,2,ליד,arc,0
idum0023.xml,11,2,2,שעדאל,arc,0
idum0023.xml,12,3,3,מן,arc,0
idum0023.xml,13,3,3,בני,arc,0
idum0023.xml,14,3,3,בעלרים,arc,0
idum0023.xml,15,3,3,למסכנתא,arc,0
idum0023.xml,16,4,4,חס,arc,0
idum0023.xml,17,4,4,5,arc,0
