Text,Word Number,Line Start,Line End,Normalized,Language,Number
beth0227.xml,1,1,1,זה,he,0
beth0227.xml,2,1,1,משכבו,he,0
beth0227.xml,3,2,2,של,he,0
beth0227.xml,4,2,2,יודן,he,0
beth0227.xml,5,2,2,בן,he,0
beth0227.xml,6,2,2,לוי,he,0
beth0227.xml,7,3,3,לוי,he,0
beth0227.xml,8,3,3,לעולם,he,0
beth0227.xml,9,4,4,בשלום,he,0
beth0227.xml,10,5,5,יהי,he,0
beth0227.xml,11,6,6,שוי,he,0
beth0227.xml,12,6,6,שוי,he,0
beth0227.xml,13,7,7,משכבו,he,0
beth0227.xml,14,8,8,בשלום,he,0
beth0227.xml,15,9,9,של,he,0
beth0227.xml,16,9,9,יודן,he,0
beth0227.xml,17,10,10,בן,he,0
beth0227.xml,18,10,10,לוי,he,0
