Text,Word Number,Line Start,Line End,Normalized,Language,Number
caes0005.xml,1,1,1,αὐρ,grc,0
caes0005.xml,2,1,1,ήλιον,grc,0
caes0005.xml,3,1,1,μάρωνα,grc,0
caes0005.xml,4,1,1,ἐπίτρ,grc,0
caes0005.xml,5,1,1,οπον,grc,0
caes0005.xml,6,2,2,τοῦ,grc,0
caes0005.xml,7,2,2,σεβαστοῦ,grc,0
caes0005.xml,8,2,2,διέποντα,grc,0
caes0005.xml,9,3,3,τὰ,grc,0
caes0005.xml,10,3,3,μέρη,grc,0
caes0005.xml,11,3,3,τῆς,grc,0
caes0005.xml,12,3,3,ἡγεμονίας,grc,0
caes0005.xml,13,4,4,ν,grc,0
caes0005.xml,14,4,4,ς,grc,0
caes0005.xml,15,4,4,ἀλέξανδρος,grc,0
caes0005.xml,16,5,5,ἑκατόνταρχος,grc,0
caes0005.xml,17,5,5,τόν,grc,0
caes0005.xml,18,5,5,φίλον,grc,0
