Text,Word Number,Line Start,Line End,Normalized,Language,Number
evro0002.xml,1,1,1,κύριε,grc,0
evro0002.xml,2,1,1,μνήσθι,grc,0
evro0002.xml,3,1,1,τοῦ,grc,0
evro0002.xml,4,2,2,δούλου,grc,0
evro0002.xml,5,2,2,σου,grc,0
evro0002.xml,6,3,3,ἀλέξων,grc,0
evro0002.xml,7,3,3,τοῦ,grc,0
evro0002.xml,8,4,4,διακόνου,grc,0
evro0002.xml,9,4,4,τοῦ,grc,0
evro0002.xml,10,5,5,ἀναπαυθέντος,grc,0
evro0002.xml,11,5,5,τοῦ,grc,0
evro0002.xml,12,6,6,πατρός,grc,0
evro0002.xml,13,6,6,σοββίνου,grc,0
evro0002.xml,14,7,7,καί,grc,0
evro0002.xml,15,7,7,ἀλέξωνος,grc,0
evro0002.xml,16,7,7,διακόνου,grc,0
evro0002.xml,17,8,8,και,grc,0
evro0002.xml,18,8,8,γερμανοῦ,grc,0
evro0002.xml,19,8,8,τοῦ,grc,0
evro0002.xml,20,9,9,ἀναγνώστου,grc,0
evro0002.xml,21,9,9,τῶν,grc,0
evro0002.xml,22,10,10,καρποφορισάν,grc,0
evro0002.xml,23,10,10,των,grc,0
evro0002.xml,24,11,11,τά,grc,0
evro0002.xml,25,11,11,δυο,grc,0
evro0002.xml,26,11,11,διακονικά,grc,0
