Text,Word Number,Line Start,Line End,Normalized,Language,Number
zoor0137.xml,1,1,1,+,grc,0
zoor0137.xml,2,2,2,μνημεῖον,grc,0
zoor0137.xml,3,2,2,ἀλουλάφου,grc,0
zoor0137.xml,4,2,2,οὐλπιανοῦ,grc,0
zoor0137.xml,5,3,3,ἀποθανόντος,grc,0
zoor0137.xml,6,3,3,ἐ,grc,0
zoor0137.xml,7,4,4,τῶν,grc,0
zoor0137.xml,8,4,4,λθʹ,grc,0
zoor0137.xml,9,4,4,ἔτους,grc,0
zoor0137.xml,10,5,5,τκςʹ,grc,0
zoor0137.xml,11,5,5,μηνὶ,grc,0
zoor0137.xml,12,5,5,λῴου,grc,0
zoor0137.xml,13,5,5,γʹ,grc,0
zoor0137.xml,14,6,6,ἡμέρᾳ,grc,0
zoor0137.xml,15,6,6,κυρίου,grc,0
zoor0137.xml,16,7,7,γʹ,grc,0
zoor0137.xml,17,8,8,θάρσει,grc,0
zoor0137.xml,18,8,8,οὐδεὶς,grc,0
zoor0137.xml,19,8,8,ἀθάνατος,grc,0
