Text,Word Number,Line Start,Line End,Normalized,Language,Number
kafr0011.xml,1,1,1,διοκλητιανὸς,grc,0
kafr0011.xml,2,2,2,κὲ,grc,0
kafr0011.xml,3,2,2,μαξιμιανὸς,grc,0
kafr0011.xml,4,3,3,σεββαστοὶ,grc,0
kafr0011.xml,5,4,4,κὲ,grc,0
kafr0011.xml,6,4,4,κωνστάντιος,grc,0
kafr0011.xml,7,5,5,κὲ,grc,0
kafr0011.xml,8,5,5,μαξιμιανὸς,grc,0
kafr0011.xml,9,6,6,ἐπιφανέστατοι,grc,0
kafr0011.xml,10,7,7,κέσαρες,grc,0
kafr0011.xml,11,7,7,λίθον,grc,0
kafr0011.xml,12,8,8,διορίζοντα,grc,0
kafr0011.xml,13,8,8,ἐν,grc,0
kafr0011.xml,14,9,9,ὅροις,grc,0
kafr0011.xml,15,9,9,κώμης,grc,0
kafr0011.xml,16,9,9,καπαρ,grc,0
kafr0011.xml,17,10,10,ἡαριβου,grc,0
kafr0011.xml,18,10,10,ἐν,grc,0
kafr0011.xml,19,10,10,τόποις,grc,0
kafr0011.xml,20,10,10,στηριχθῇ,grc,0
kafr0011.xml,21,11,11,νε,grc,0
kafr0011.xml,22,11,11,ἐκέλευσαν,grc,0
kafr0011.xml,23,12,12,κὲ,grc,0
kafr0011.xml,24,12,13,ἀγὲλιπου,grc,0
kafr0011.xml,25,13,13,κηνσιτόρων,grc,0
