Text,Word Number,Line Start,Line End,Normalized,Language,Number
jmon0006.xml,1,2,2,שלם,arc,0
jmon0006.xml,2,2,2,כלבו,arc,0
jmon0006.xml,3,2,2,בר,arc,0
jmon0006.xml,4,2,2,עמדו,arc,0
jmon0006.xml,5,3,3,בשנת,arc,0
jmon0006.xml,6,3,3,113,arc,0
jmon0006.xml,7,4,4,בטב,arc,0
