Text,Word Number,Line Start,Line End,Normalized,Language,Number
zoor0433.xml,1,1,1,הדה,arc,0
zoor0433.xml,2,1,1,נפשה,arc,0
zoor0433.xml,3,1,1,דיעקב,arc,0
zoor0433.xml,4,1,1,בר,arc,0
zoor0433.xml,5,1,1,עויד,arc,0
zoor0433.xml,6,2,2,דמית,arc,0
zoor0433.xml,7,2,2,יום,arc,0
zoor0433.xml,8,2,2,ב,arc,0
zoor0433.xml,9,2,2,בי,arc,0
zoor0433.xml,10,2,2,יומין,arc,0
zoor0433.xml,11,3,3,באדר,arc,0
zoor0433.xml,12,3,3,מרה,arc,0
zoor0433.xml,13,3,3,שנין,arc,0
zoor0433.xml,14,3,3,בשתה,arc,0
zoor0433.xml,15,4,4,קדמיתה,arc,0
zoor0433.xml,16,4,4,דשבועה,arc,0
zoor0433.xml,17,5,5,דהי,arc,0
zoor0433.xml,18,5,5,שנת,arc,0
zoor0433.xml,19,5,5,ארבע,arc,0
zoor0433.xml,20,5,5,מא,arc,0
zoor0433.xml,21,6,6,ושת,arc,0
zoor0433.xml,22,6,6,שנין,arc,0
zoor0433.xml,23,6,6,לחרבן,arc,0
zoor0433.xml,24,7,7,בת,arc,0
zoor0433.xml,25,7,7,מקדשה,arc,0
zoor0433.xml,26,7,7,יהי,arc,0
zoor0433.xml,27,8,8,מדמכה,arc,0
zoor0433.xml,28,8,8,לניח,arc,0
zoor0433.xml,29,8,8,שלם,arc,0
zoor0433.xml,30,9,9,שלם,arc,0
zoor0433.xml,31,9,9,שלם,arc,0
