Text,Word Number,Line Start,Line End,Normalized,Language,Number
bshe0143.xml,1,1,1,ἐπὶ,grc,0
bshe0143.xml,2,1,1,φλαουίου,grc,0
bshe0143.xml,3,1,1,ταύρου,grc,0
bshe0143.xml,4,1,1,ϲυνκλητίου,grc,0
bshe0143.xml,5,1,1,ἀβλαβίου,grc,0
bshe0143.xml,6,1,1,τοῦ,grc,0
bshe0143.xml,7,1,1,μεγαλοπρεπεστάτου,grc,0
bshe0143.xml,8,2,2,καὶ,grc,0
bshe0143.xml,9,2,2,περιβλέπτου,grc,0
bshe0143.xml,10,2,2,κόμιτος,grc,0
bshe0143.xml,11,2,2,καὶ,grc,0
bshe0143.xml,12,2,2,αὔτη,grc,0
bshe0143.xml,13,2,2,ἠ,grc,0
bshe0143.xml,14,2,2,κρηπὶς,grc,0
bshe0143.xml,15,2,2,μετὰ,grc,0
bshe0143.xml,16,2,2,τῶν,grc,0
bshe0143.xml,17,3,3,ἄλλων,grc,0
bshe0143.xml,18,3,3,ἐγένετο,grc,0
