Text,Word Number,Line Start,Line End,Normalized,Language,Number
bshe0009.xml,1,1,1,ἐκτίσθι,grc,0
bshe0009.xml,2,1,1,τὸ,grc,0
bshe0009.xml,3,1,1,μοναστήριον,grc,0
bshe0009.xml,4,1,1,τοῦτο,grc,0
bshe0009.xml,5,1,1,τοῦ,grc,0
bshe0009.xml,6,1,1,ἀββᾶ,grc,0
bshe0009.xml,7,1,1,ἰουσ,grc,0
bshe0009.xml,8,1,2,τίνου,grc,0
bshe0009.xml,9,2,2,τοῦ,grc,0
bshe0009.xml,10,2,2,ἀποκλεισ,grc,0
bshe0009.xml,11,2,2,τοῦ,grc,0
bshe0009.xml,12,2,2,ἐν,grc,0
bshe0009.xml,13,2,2,χρόνοις,grc,0
bshe0009.xml,14,2,2,ἰνδίκτιῶνος,grc,0
bshe0009.xml,15,3,3,ει,grc,0
bshe0009.xml,16,3,3,ἔτους,grc,0
bshe0009.xml,17,3,3,επφ,grc,0
bshe0009.xml,18,3,3,ἐν,grc,0
bshe0009.xml,19,3,3,μηνὶ,grc,0
bshe0009.xml,20,3,3,πανίμου,grc,0
bshe0009.xml,21,3,3,κ,grc,0
bshe0009.xml,22,3,3,καὶ,grc,0
bshe0009.xml,23,3,3,ἐν,grc,0
bshe0009.xml,24,3,3,τῷ,grc,0
bshe0009.xml,25,3,3,α,grc,0
bshe0009.xml,26,3,4,ὐτῷ,grc,0
bshe0009.xml,27,4,4,ἐνιαυτῷ,grc,0
bshe0009.xml,28,4,4,ἀπεκλείσθη,grc,0
bshe0009.xml,29,4,4,ἐν,grc,0
bshe0009.xml,30,4,4,μηνὶ,grc,0
bshe0009.xml,31,4,4,ϲεπ,grc,0
bshe0009.xml,32,4,4,τεμβρίου,grc,0
bshe0009.xml,33,4,4,ἰνδικτιῶνος,grc,0
bshe0009.xml,34,4,4,α,grc,0
bshe0009.xml,35,5,5,προς,grc,0
bshe0009.xml,36,5,5,φο,grc,0
bshe0009.xml,37,5,5,ρὰ,grc,0
bshe0009.xml,38,5,5,ἀνοισίου,grc,0
bshe0009.xml,39,5,5,σχολαστικοῦ,grc,0
bshe0009.xml,40,5,5,κύρι,grc,0
bshe0009.xml,41,5,5,ε,grc,0
bshe0009.xml,42,5,5,βοήθησο,grc,0
bshe0009.xml,43,5,5,ν,grc,0
bshe0009.xml,44,5,5,ἀμήν,grc,0
