Text,Word Number,Line Start,Line End,Normalized,Language,Number
sepp0022.xml,1,1,1,μνησθῇ,grc,0
sepp0022.xml,2,1,1,εἰς,grc,0
sepp0022.xml,3,1,1,ἀγαθὸν,grc,0
sepp0022.xml,4,1,1,βοηθὸς,grc,0
sepp0022.xml,5,1,2,αἰμιλί,grc,0
sepp0022.xml,6,2,2,ου,grc,0
sepp0022.xml,7,2,2,μετὰ,grc,0
sepp0022.xml,8,2,2,τέκνων,grc,0
sepp0022.xml,9,2,2,ἐποίησεν,grc,0
sepp0022.xml,10,2,2,τὴν,grc,0
sepp0022.xml,11,2,3,τ,grc,0
sepp0022.xml,12,3,3,άβλαν,grc,0
sepp0022.xml,13,3,3,εὐλογία,grc,0
sepp0022.xml,14,3,3,αὐτοῖς,grc,0
sepp0022.xml,15,3,3,אמן,grc,0
