Text,Word Number,Line Start,Line End,Normalized,Language,Number
elal0015.xml,1,1,1,δημη,grc,0
elal0015.xml,2,2,2,τρία,grc,0
elal0015.xml,3,3,3,χαῖρε,grc,0
