Text,Word Number,Line Start,Line End,Normalized,Language,Number
tibr0001.xml,1,2,2,ἡ,grc,0
tibr0001.xml,2,2,2,θεοῦ,grc,0
tibr0001.xml,3,2,2,χάρις,grc,0
tibr0001.xml,4,3,3,μετὰ,grc,0
tibr0001.xml,5,5,5,ἀβραμίου,grc,0
tibr0001.xml,6,7,7,μαραμαρίου,grc,0
