Text,Word Number,Line Start,Line End,Normalized,Language,Number
alji0001.xml,1,1,2,ιατουροσ,grc,0
alji0001.xml,2,3,4,θαιμου,grc,0
alji0001.xml,3,4,4,ετων,grc,0
alji0001.xml,4,5,5,μη,grc,0
