Text,Word Number,Line Start,Line End,Normalized,Language,Number
idum0601.xml,1,1,1,ב,arc,0
idum0601.xml,2,1,1,לסיון,arc,0
idum0601.xml,3,1,1,שנת,arc,0
idum0601.xml,4,1,1,אלכסנדר,arc,0
idum0601.xml,5,2,2,מלכא,arc,0
idum0601.xml,6,2,2,חגגו,arc,0
idum0601.xml,7,2,2,בר,arc,0
idum0601.xml,8,2,2,בעלסמך,arc,0
idum0601.xml,9,2,2,מן,arc,0
idum0601.xml,10,3,3,ערבת,arc,0
idum0601.xml,11,3,3,חנזרו,arc,0
idum0601.xml,12,3,3,חס,arc,0
idum0601.xml,13,4,4,ק,arc,0
idum0601.xml,14,4,4,ליד,arc,0
idum0601.xml,15,4,4,עכבור,arc,0
