,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,khis0087.xml,1,2,2,ς,grc,0,,,,
1,khis0087.xml,2,2,2,ἀνέθηκεν,grc,0,,,,
