,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,caes0027.xml,1,1,1,imperatori,la,0,imperatori,N,dat,imperator
1,caes0027.xml,2,1,1,caesari,la,0,caesari,N,dat,caesar
2,caes0027.xml,3,1,1,vespasiano,la,0,vespasiano,N,abl,vespasianus
3,caes0027.xml,4,1,1,augusto,la,0,augusto,ADJ,abl,augustus|augustus
4,caes0027.xml,5,1,1,pont,la,0,pont,V,IND,pont
5,caes0027.xml,6,1,1,ifici,la,0,ifici,ADJ,,ifici
6,caes0027.xml,7,1,1,maximo,la,0,maximo,ADJ,SUP,magnus|maximus
7,caes0027.xml,8,2,2,patri,la,0,patri,N,dat,pater
8,caes0027.xml,9,2,2,patriae,la,0,patriae,N,dat,patria
9,caes0027.xml,10,2,2,con,la,0,con,ADV,,continuo
10,caes0027.xml,11,2,2,suli,la,0,suli,V,IND,suli
11,caes0027.xml,12,2,2,vii,la,0,vii,ADJ,NUM,septem
12,caes0027.xml,13,2,2,censori,la,0,censori,N,dat,censor
13,caes0027.xml,14,3,3,imperatori,la,0,imperatori,N,dat,imperator
14,caes0027.xml,15,3,3,xvii,la,0,xvii,ADJ,,xvii
15,caes0027.xml,16,3,3,i,la,0,i,ADJ,NUM,i
16,caes0027.xml,17,3,3,tribunicia,la,0,tribunicia,ADJ,,tribunicius
17,caes0027.xml,18,3,3,potestate,la,0,potestate,N,abl,potestas
18,caes0027.xml,19,3,3,viii,la,0,viii,ADJ,NUM,viii
