,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,fakh0004.xml,1,1,1,χ,grc,0,,,,
1,fakh0004.xml,2,1,1,ω,grc,0,,,,
2,fakh0004.xml,3,1,1,ρἐπίσκοπος,grc,0,,,,
3,fakh0004.xml,4,1,1,μ,grc,0,,,,
4,fakh0004.xml,5,2,2,ὁ,grc,0,,,,
5,fakh0004.xml,6,2,2,κτίσ,grc,0,,,,
6,fakh0004.xml,7,2,2,της,grc,0,,,,
