,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,anna0002.xml,1,1,1,תפלה,he,0,,,,
1,anna0002.xml,2,2,2,תפלה,he,0,,,,
