,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,elal0006.xml,1,1,1,θάρσει,grc,0,,,,
1,elal0006.xml,2,2,2,δίοδ,grc,0,,,,
2,elal0006.xml,3,3,3,ωρε,grc,0,,,,
3,elal0006.xml,4,4,4,ἐτῶν,grc,0,,,,
