,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma
0,shap0004.xml,1,2,2,שאול,he,0,,,,
1,shap0004.xml,2,3,3,מתכמתב,he,0,,,,
