,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,zoor0024.xml,1,1,1,μνημεῖον,grc,0,,,,,
1,1,zoor0024.xml,2,1,1,σαμάκωνος,grc,0,,,,,
2,2,zoor0024.xml,3,1,2,ἀ,grc,0,,,,,
3,3,zoor0024.xml,4,2,2,ρχιδιακόνου,grc,0,,,,,
4,4,zoor0024.xml,5,2,2,ἀπογενομένου,grc,0,,,,,
5,5,zoor0024.xml,6,3,3,μνημεῖον,grc,0,,,,,
6,6,zoor0024.xml,7,3,4,σαμάκωνος,grc,0,,,,,
7,7,zoor0024.xml,8,4,4,ζάβδα,grc,0,,,,,
8,8,zoor0024.xml,9,5,5,ἀρχιδιακόνου,grc,0,,,,,
9,9,zoor0024.xml,10,6,6,ἀπογενόμενος,grc,0,,,,,
10,10,zoor0024.xml,11,7,7,ἐτῶν,grc,0,,,,,
11,11,zoor0024.xml,12,7,7,μʹ,grc,0,,,,,
12,12,zoor0024.xml,13,7,7,ἐν,grc,0,,,,,
13,13,zoor0024.xml,14,7,7,τῷ,grc,0,,,,,
14,14,zoor0024.xml,15,8,8,σεισμῷ,grc,0,,,,,
15,15,zoor0024.xml,16,8,8,ἔτους,grc,0,,,,,
16,16,zoor0024.xml,17,8,8,μνηʹ,grc,0,,,,,
17,17,zoor0024.xml,18,9,9,μηνὸς,grc,0,,,,,
18,18,zoor0024.xml,19,9,9,ἀρτεμισίου,grc,0,,,,,
19,19,zoor0024.xml,20,10,10,ηκʹ,grc,0,,,,,
20,20,zoor0024.xml,21,10,10,θάρσει,grc,0,,,,,
21,21,zoor0024.xml,22,10,10,οὐδείς,grc,0,,,,,
22,22,zoor0024.xml,23,10,10,ἀθάνατος,grc,0,,,,,
23,23,zoor0024.xml,24,11,11,ἡμέ,grc,0,,,,,
24,24,zoor0024.xml,25,11,11,ρᾳ,grc,0,,,,,
25,25,zoor0024.xml,26,11,11,σελήνης,grc,0,,,,,
