,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,idum0524.xml,1,1,1,זי,arc,0,,,,,
1,1,idum0524.xml,2,1,1,היתי,arc,0,,,,,
2,2,idum0524.xml,3,1,1,משכו,arc,0,,,,,
3,3,idum0524.xml,4,2,2,בר,arc,0,,,,,
4,4,idum0524.xml,5,2,2,נק,arc,0,,,,,
5,5,idum0524.xml,6,2,2,דר,arc,0,,,,,
6,6,idum0524.xml,7,2,2,חס,arc,0,,,,,
7,7,idum0524.xml,8,3,3,ב,arc,0,,,,,
8,8,idum0524.xml,9,3,3,לתשרי,arc,0,,,,,
9,9,idum0524.xml,10,4,4,שנת,arc,0,,,,,
