,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,caes0059.xml,1,1,1,ἐπὶ,grc,0,,,,,
1,1,caes0059.xml,2,1,1,φλαουίου,grc,0,,,,,
2,2,caes0059.xml,3,1,1,ἐντολίου,grc,0,,,,,
3,3,caes0059.xml,4,1,1,τοῦ,grc,0,,,,,
4,4,caes0059.xml,5,1,1,ἐνδοξωτάτου,grc,0,,,,,
5,5,caes0059.xml,6,2,2,στρατηλάτου,grc,0,,,,,
6,6,caes0059.xml,7,2,2,καὶ,grc,0,,,,,
7,7,caes0059.xml,8,2,2,ἀνθυπάτου,grc,0,,,,,
8,8,caes0059.xml,9,3,3,φλάουιος,grc,0,,,,,
9,9,caes0059.xml,10,3,3,στρατήγιος,grc,0,,,,,
10,10,caes0059.xml,11,3,3,περίβλεπτος,grc,0,,,,,
11,11,caes0059.xml,12,3,3,πατὴρ,grc,0,,,,,
12,12,caes0059.xml,13,4,4,καὶ,grc,0,,,,,
13,13,caes0059.xml,14,4,4,πρωτεύων,grc,0,,,,,
14,14,caes0059.xml,15,4,4,τὴν,grc,0,,,,,
15,15,caes0059.xml,16,4,4,ἁψῖδα,grc,0,,,,,
16,16,caes0059.xml,17,4,4,σὺν,grc,0,,,,,
17,17,caes0059.xml,18,4,4,τῷ,grc,0,,,,,
18,18,caes0059.xml,19,4,4,τοίχῳ,grc,0,,,,,
19,19,caes0059.xml,20,5,5,καὶ,grc,0,,,,,
20,20,caes0059.xml,21,5,5,τῇ,grc,0,,,,,
21,21,caes0059.xml,22,5,5,ἀναβάθρᾳ,grc,0,,,,,
22,22,caes0059.xml,23,5,5,ἀπὸ,grc,0,,,,,
23,23,caes0059.xml,24,5,5,πολιτικῶν,grc,0,,,,,
24,24,caes0059.xml,25,6,6,ἰνδικτιῶνος,grc,0,,,,,
25,25,caes0059.xml,26,6,6,δεκάτης,grc,0,,,,,
26,26,caes0059.xml,27,6,6,εὐτυχῶς,grc,0,,,,,
