,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,jaff0052.xml,1,1,1,ῥαβὶ,he,0,,,,,
1,1,jaff0052.xml,2,1,1,ἰοδα,he,0,,,,,
2,2,jaff0052.xml,3,2,2,הקבר,he,0,,,,,
3,3,jaff0052.xml,4,2,2,הזה,he,0,,,,,
4,4,jaff0052.xml,5,2,2,שלרב,he,0,,,,,
5,5,jaff0052.xml,6,3,3,יודן,he,0,,,,,
6,6,jaff0052.xml,7,3,3,הכהן,he,0,,,,,
7,7,jaff0052.xml,8,3,3,ברב,he,0,,,,,
8,8,jaff0052.xml,9,4,4,נוח,he,0,,,,,
9,9,jaff0052.xml,10,4,4,נפש,he,0,,,,,
10,10,jaff0052.xml,11,4,4,שמן,he,0,,,,,
11,11,jaff0052.xml,12,4,4,לוד,he,0,,,,,
12,12,jaff0052.xml,13,5,5,υἱὸς,he,0,,,,,
13,13,jaff0052.xml,14,5,5,ἰωνα,he,0,,,,,
14,14,jaff0052.xml,15,6,6,θα,he,0,,,,,
