,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,zoor0403.xml,1,1,1,הדה,arc,0,,,,,
1,1,zoor0403.xml,2,1,1,נפשׁה,arc,0,,,,,
2,2,zoor0403.xml,3,1,1,דאומר,arc,0,,,,,
3,3,zoor0403.xml,4,2,2,אתתה,arc,0,,,,,
4,4,zoor0403.xml,5,2,2,דישׁוע,arc,0,,,,,
5,5,zoor0403.xml,6,3,3,דמיתת,arc,0,,,,,
6,6,zoor0403.xml,7,3,3,בעשרין,arc,0,,,,,
7,7,zoor0403.xml,8,4,4,יומין,arc,0,,,,,
8,8,zoor0403.xml,9,4,4,באדר,arc,0,,,,,
9,9,zoor0403.xml,10,4,4,שנת,arc,0,,,,,
10,10,zoor0403.xml,11,5,5,שׁ,arc,0,,,,,
11,11,zoor0403.xml,12,5,5,מאה,arc,0,,,,,
12,12,zoor0403.xml,13,5,5,ה,arc,0,,,,,
13,13,zoor0403.xml,14,5,5,שׁנין,arc,0,,,,,
14,14,zoor0403.xml,15,6,6,ל,arc,0,,,,,
15,15,zoor0403.xml,16,6,6,חרבנ,arc,0,,,,,
16,16,zoor0403.xml,17,6,6,ה,arc,0,,,,,
