,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,zoor0117.xml,1,1,1,εἷς,grc,0,,,,,
1,1,zoor0117.xml,2,1,1,θεός,grc,0,,,,,
2,2,zoor0117.xml,3,1,1,μνημεῖ,grc,0,,,,,
3,3,zoor0117.xml,4,2,2,ον,grc,0,,,,,
4,4,zoor0117.xml,5,2,2,ὀεβάν,grc,0,,,,,
5,5,zoor0117.xml,6,3,3,νος,grc,0,,,,,
6,6,zoor0117.xml,7,3,3,ζάβδα,grc,0,,,,,
7,7,zoor0117.xml,8,4,4,ἀ,grc,0,,,,,
8,8,zoor0117.xml,9,4,4,ποθονόν,grc,0,,,,,
9,9,zoor0117.xml,10,5,5,τος,grc,0,,,,,
10,10,zoor0117.xml,11,5,5,ἐτῶν,grc,0,,,,,
11,11,zoor0117.xml,12,5,5,πέν,grc,0,,,,,
12,12,zoor0117.xml,13,6,6,τε,grc,0,,,,,
13,13,zoor0117.xml,14,6,6,ἔτους,grc,0,,,,,
14,14,zoor0117.xml,15,6,6,τριακοσιοστοῦ,grc,0,,,,,
15,15,zoor0117.xml,16,7,7,τρίτου,grc,0,,,,,
16,16,zoor0117.xml,17,7,7,καὶ,grc,0,,,,,
17,17,zoor0117.xml,18,7,7,δεκά,grc,0,,,,,
18,18,zoor0117.xml,19,8,8,του,grc,0,,,,,
19,19,zoor0117.xml,20,8,8,μηνὸς,grc,0,,,,,
20,20,zoor0117.xml,21,8,8,ἀ,grc,0,,,,,
21,21,zoor0117.xml,22,9,9,γομένου,grc,0,,,,,
22,22,zoor0117.xml,23,9,9,τετάρτου,grc,0,,,,,
23,23,zoor0117.xml,24,10,10,θάρσει,grc,0,,,,,
24,24,zoor0117.xml,25,10,10,οὐδεὶς,grc,0,,,,,
25,25,zoor0117.xml,26,11,11,ἀθάνατος,grc,0,,,,,
