,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,mari0003.xml,1,1,1,σκόπας,grc,0,,,,,
1,1,mari0003.xml,2,1,1,κράτωνος,grc,0,,,,,
2,2,mari0003.xml,3,2,2,ἀπόλλωνι,grc,0,,,,,
3,3,mari0003.xml,4,2,2,εὐχήν,grc,0,,,,,
