,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,zoor0398.xml,1,1,1,הדה,arc,0,,,,,
1,1,zoor0398.xml,2,1,1,נפשה,arc,0,,,,,
2,2,zoor0398.xml,3,2,2,דמחירשה,arc,0,,,,,
3,3,zoor0398.xml,4,3,3,ברת,arc,0,,,,,
4,4,zoor0398.xml,5,3,3,שמואל,arc,0,,,,,
5,5,zoor0398.xml,6,4,4,דמיתת,arc,0,,,,,
6,6,zoor0398.xml,7,4,4,שנת,arc,0,,,,,
7,7,zoor0398.xml,8,5,5,רצא,arc,0,,,,,
8,8,zoor0398.xml,9,5,5,שנין,arc,0,,,,,
9,9,zoor0398.xml,10,6,6,לחרבנ,arc,0,,,,,
10,10,zoor0398.xml,11,7,7,בית,arc,0,,,,,
11,11,zoor0398.xml,12,8,8,מקדשה,arc,0,,,,,
