,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,zoor0394.xml,1,1,1,הדה,arc,0,,,,,
1,1,zoor0394.xml,2,1,1,נפשׁה,arc,0,,,,,
2,2,zoor0394.xml,3,2,2,דדמטינה,arc,0,,,,,
3,3,zoor0394.xml,4,3,3,בר,arc,0,,,,,
4,4,zoor0394.xml,5,3,3,חרתה,arc,0,,,,,
5,5,zoor0394.xml,6,4,4,דאתכנשׁ,arc,0,,,,,
6,6,zoor0394.xml,7,5,5,שׁנת,arc,0,,,,,
7,7,zoor0394.xml,8,5,5,מתין,arc,0,,,,,
8,8,zoor0394.xml,9,5,5,פ,arc,0,,,,,
9,9,zoor0394.xml,10,6,6,ותרתינ,arc,0,,,,,
10,10,zoor0394.xml,11,6,6,שׁנין,arc,0,,,,,
11,11,zoor0394.xml,12,7,7,לחרבן,arc,0,,,,,
12,12,zoor0394.xml,13,7,7,בית,arc,0,,,,,
13,13,zoor0394.xml,14,8,8,מקדשׁה,arc,0,,,,,
