,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,zoor0454.xml,1,1,1,תתניח,arc,0,,,,,
1,1,zoor0454.xml,2,1,1,נפשה,arc,0,,,,,
2,2,zoor0454.xml,3,2,2,דחגוון,arc,0,,,,,
3,3,zoor0454.xml,4,2,2,בר,arc,0,,,,,
4,4,zoor0454.xml,5,2,2,יודה,arc,0,,,,,
5,5,zoor0454.xml,6,3,3,דמית,arc,0,,,,,
6,6,zoor0454.xml,7,3,3,ביום,arc,0,,,,,
7,7,zoor0454.xml,8,3,3,תלתה,arc,0,,,,,
8,8,zoor0454.xml,9,4,4,עשר,arc,0,,,,,
9,9,zoor0454.xml,10,4,4,יומין,arc,0,,,,,
10,10,zoor0454.xml,11,5,5,בירח,arc,0,,,,,
11,11,zoor0454.xml,12,5,5,בשתה,arc,0,,,,,
