,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,zoor0040.xml,1,1,1,μνημεῖον,grc,0,,,,,
1,1,zoor0040.xml,2,1,2,ἄψητος,grc,0,,,,,
2,2,zoor0040.xml,3,2,2,πέτρου,grc,0,,,,,
3,3,zoor0040.xml,4,3,3,παυσαμένου,grc,0,,,,,
4,4,zoor0040.xml,5,3,3,ἐτ,grc,0,,,,,
5,5,zoor0040.xml,6,3,3,ῶν,grc,0,,,,,
6,6,zoor0040.xml,7,4,4,ζʹ,grc,0,,,,,
7,7,zoor0040.xml,8,4,4,ἐν,grc,0,,,,,
8,8,zoor0040.xml,9,4,4,ἔτει,grc,0,,,,,
9,9,zoor0040.xml,10,4,4,σοζʹ,grc,0,,,,,
10,10,zoor0040.xml,11,5,5,μηνὸς,grc,0,,,,,
11,11,zoor0040.xml,12,5,5,ξαν,grc,0,,,,,
12,12,zoor0040.xml,13,5,5,θικοῦ,grc,0,,,,,
13,13,zoor0040.xml,14,5,5,βιʹ,grc,0,,,,,
