,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,masa0606.xml,1,1,1,ה,arc,0,,,,,
1,1,masa0606.xml,2,1,1,ו,arc,0,,,,,
2,2,masa0606.xml,3,1,1,ז,arc,0,,,,,
3,3,masa0606.xml,4,1,1,ח,arc,0,,,,,
4,4,masa0606.xml,5,2,2,מ,arc,0,,,,,
5,5,masa0606.xml,6,2,2,נ,arc,0,,,,,
6,6,masa0606.xml,7,2,2,ס,arc,0,,,,,
7,7,masa0606.xml,8,2,2,ע,arc,0,,,,,
8,8,masa0606.xml,9,2,2,פ,arc,0,,,,,
9,9,masa0606.xml,10,2,2,צ,arc,0,,,,,
