,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,hamm0037.xml,1,1,1,ἐν,grc,0,,,,,
1,1,hamm0037.xml,2,1,1,τoῖ,grc,0,,,,,
2,2,hamm0037.xml,3,1,1,ἱερoῖ,grc,0,,,,,
3,3,hamm0037.xml,4,1,1,τόπoῖ,grc,0,,,,,
4,4,hamm0037.xml,5,1,1,τούτoῖ,grc,0,,,,,
5,5,hamm0037.xml,6,1,1,μνησθῇ,grc,0,,,,,
6,6,hamm0037.xml,7,1,1,μαρία,grc,0,,,,,
7,7,hamm0037.xml,8,1,1,ἰλλουστρία,grc,0,,,,,
8,8,hamm0037.xml,9,2,2,καὶ,grc,0,,,,,
9,9,hamm0037.xml,10,2,2,ϲεργία,grc,0,,,,,
10,10,hamm0037.xml,11,2,2,κομητίσσα,grc,0,,,,,
11,11,hamm0037.xml,12,3,3,ἐν,grc,0,,,,,
12,12,hamm0037.xml,13,3,3,τoῖ,grc,0,,,,,
13,13,hamm0037.xml,14,3,3,ἱερoῖ,grc,0,,,,,
14,14,hamm0037.xml,15,3,3,τόπoῖ,grc,0,,,,,
15,15,hamm0037.xml,16,3,3,τούτoῖ,grc,0,,,,,
16,16,hamm0037.xml,17,3,3,μνησθῇ,grc,0,,,,,
17,17,hamm0037.xml,18,3,3,λέων,grc,0,,,,,
18,18,hamm0037.xml,19,3,3,κόμης,grc,0,,,,,
19,19,hamm0037.xml,20,4,4,καὶ,grc,0,,,,,
20,20,hamm0037.xml,21,4,4,ἄρχων,grc,0,,,,,
21,21,hamm0037.xml,22,4,4,καὶ,grc,0,,,,,
22,22,hamm0037.xml,23,4,4,πανκράτιος,grc,0,,,,,
23,23,hamm0037.xml,24,4,4,καὶ,grc,0,,,,,
24,24,hamm0037.xml,25,4,4,ος,grc,0,,,,,
