,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,jeru0307.xml,1,2,2,ἔτους,grc,0,,,,,
1,1,jeru0307.xml,2,2,2,κἐπ΄ἀρχιερέως,grc,0,,,,,
2,2,jeru0307.xml,3,3,3,#π$άρις,grc,0,,,,,
3,3,jeru0307.xml,4,3,3,ἀκέσωνος,grc,0,,,,,
4,4,jeru0307.xml,5,4,4,ἐν,grc,0,,,,,
5,5,jeru0307.xml,6,4,4,ῥόδωι,grc,0,,,,,
6,6,jeru0307.xml,7,5,5,π,grc,0,,,,,
7,7,jeru0307.xml,8,5,5,ρ,grc,0,,,,,
8,8,jeru0307.xml,9,5,5,οστρῶσιν,grc,0,,,,,
9,9,jeru0307.xml,10,6,6,δ,grc,0,,,,,
10,10,jeru0307.xml,11,6,6,ραχμάς,grc,0,,,,,
