,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,idum0052.xml,1,1,1,נחום,arc,0,,,,,
1,1,idum0052.xml,2,1,1,לקוסיד,arc,0,,,,,
2,2,idum0052.xml,3,1,1,לבני,arc,0,,,,,
3,3,idum0052.xml,4,1,1,בעלרים,arc,0,,,,,
4,4,idum0052.xml,5,2,2,שס,arc,0,,,,,
5,5,idum0052.xml,6,2,2,16,arc,0,,,,,
6,6,idum0052.xml,7,2,2,ק,arc,0,,,,,
7,7,idum0052.xml,8,2,2,3,arc,0,,,,,
8,8,idum0052.xml,9,3,3,עליד,arc,0,,,,,
9,9,idum0052.xml,10,3,3,זבדמרן,arc,0,,,,,
10,10,idum0052.xml,11,3,3,זבדו,arc,0,,,,,
11,11,idum0052.xml,12,4,4,לזמרו,arc,0,,,,,
