,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,bshe0004.xml,1,1,1,αγαθῇ,grc,0,,,,,
1,1,bshe0004.xml,2,1,1,τύχῃ,grc,0,,,,,
2,2,bshe0004.xml,3,2,2,θεῷ,grc,0,,,,,
3,3,bshe0004.xml,4,2,2,διονύσῳ,grc,0,,,,,
4,4,bshe0004.xml,5,3,3,κτίστῃ,grc,0,,,,,
5,5,bshe0004.xml,6,3,3,τῷ,grc,0,,,,,
6,6,bshe0004.xml,7,3,3,κυ-,grc,0,,,,,
7,7,bshe0004.xml,8,4,4,ρίῳ,grc,0,,,,,
8,8,bshe0004.xml,9,4,4,ϲέλευκος,grc,0,,,,,
9,9,bshe0004.xml,10,5,5,ἀρίστωνος,grc,0,,,,,
10,10,bshe0004.xml,11,5,5,χα-,grc,0,,,,,
11,11,bshe0004.xml,12,6,6,ριστήριον,grc,0,,,,,
12,12,bshe0004.xml,13,6,6,ἒτει,grc,0,,,,,
13,13,bshe0004.xml,14,6,6,εσ,grc,0,,,,,
