,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,bshe0020.xml,1,1,1,ἰανουάριος,grc,0,,,,,
1,1,bshe0020.xml,2,2,2,ἡμέραι,grc,0,,,,,
2,2,bshe0020.xml,3,2,2,λα,grc,0,,,,,
3,3,bshe0020.xml,4,3,3,φεβρουάριος,grc,0,,,,,
4,4,bshe0020.xml,5,4,4,ἡμέραι,grc,0,,,,,
5,5,bshe0020.xml,6,4,4,κη,grc,0,,,,,
6,6,bshe0020.xml,7,5,5,μάρτιος,grc,0,,,,,
7,7,bshe0020.xml,8,6,6,ἡμέραι,grc,0,,,,,
8,8,bshe0020.xml,9,6,6,λα,grc,0,,,,,
9,9,bshe0020.xml,10,7,7,ἀπρίλιος,grc,0,,,,,
10,10,bshe0020.xml,11,8,8,ἡμέραι,grc,0,,,,,
11,11,bshe0020.xml,12,8,8,λ,grc,0,,,,,
12,12,bshe0020.xml,13,9,9,μάιος,grc,0,,,,,
13,13,bshe0020.xml,14,10,10,ἡμέραι,grc,0,,,,,
14,14,bshe0020.xml,15,10,10,λα,grc,0,,,,,
15,15,bshe0020.xml,16,11,11,ἰούνιος,grc,0,,,,,
16,16,bshe0020.xml,17,12,12,ἡμέραι,grc,0,,,,,
17,17,bshe0020.xml,18,12,12,λ,grc,0,,,,,
18,18,bshe0020.xml,19,13,13,ἰούλιος,grc,0,,,,,
19,19,bshe0020.xml,20,14,14,ἡμέραι,grc,0,,,,,
20,20,bshe0020.xml,21,14,14,λα,grc,0,,,,,
21,21,bshe0020.xml,22,15,15,ἀὐγούστος,grc,0,,,,,
22,22,bshe0020.xml,23,16,16,ἡμέραι,grc,0,,,,,
23,23,bshe0020.xml,24,16,16,λα,grc,0,,,,,
24,24,bshe0020.xml,25,17,17,ϲεπέμβριος,grc,0,,,,,
25,25,bshe0020.xml,26,18,18,ἡμέραι,grc,0,,,,,
26,26,bshe0020.xml,27,18,18,λ,grc,0,,,,,
27,27,bshe0020.xml,28,19,19,ὀκτώβριος,grc,0,,,,,
28,28,bshe0020.xml,29,20,20,ἡμέραι,grc,0,,,,,
29,29,bshe0020.xml,30,20,20,λα,grc,0,,,,,
30,30,bshe0020.xml,31,21,21,νοέμβριος,grc,0,,,,,
31,31,bshe0020.xml,32,22,22,ἡμέραι,grc,0,,,,,
32,32,bshe0020.xml,33,22,22,λ,grc,0,,,,,
33,33,bshe0020.xml,34,23,23,δεκέμβριος,grc,0,,,,,
34,34,bshe0020.xml,35,24,24,ἡμέραι,grc,0,,,,,
35,35,bshe0020.xml,36,24,24,λα,grc,0,,,,,
