,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,carm0015.xml,1,1,1,μνί,grc,0,,,,,
1,1,carm0015.xml,2,2,2,νου,grc,0,,,,,
2,2,carm0015.xml,3,3,3,γρά,grc,0,,,,,
3,3,carm0015.xml,4,4,4,μμα,grc,0,,,,,
