,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,caes0090.xml,1,1,1,χριστ,grc,0,,,,,
1,1,caes0090.xml,2,1,1,ὲ,grc,0,,,,,
2,2,caes0090.xml,3,1,1,βοήθι,grc,0,,,,,
3,3,caes0090.xml,4,1,1,ἀμπελίῳ,grc,0,,,,,
4,4,caes0090.xml,5,1,1,χαρτουλαρίῳ,grc,0,,,,,
5,5,caes0090.xml,6,2,2,καὶ,grc,0,,,,,
6,6,caes0090.xml,7,2,2,μουσωνίῳ,grc,0,,,,,
7,7,caes0090.xml,8,2,2,νουμεραρίῳ,grc,0,,,,,
8,8,caes0090.xml,9,3,3,καὶ,grc,0,,,,,
9,9,caes0090.xml,10,3,3,λοιποῖς,grc,0,,,,,
10,10,caes0090.xml,11,3,3,χαρτουλαρίοις,grc,0,,,,,
11,11,caes0090.xml,12,4,4,τοῦ,grc,0,,,,,
12,12,caes0090.xml,13,4,4,αὐτοῦ,grc,0,,,,,
13,13,caes0090.xml,14,4,4,σκρινίου,grc,0,,,,,
