,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,haif0044.xml,1,1,1,μνησθῇ,grc,0,,,,,
1,1,haif0044.xml,2,1,1,ζεύξιος,grc,0,,,,,
2,2,haif0044.xml,3,2,2,μὲ,grc,0,,,,,
3,3,haif0044.xml,4,2,2,γυνὴ,grc,0,,,,,
4,4,haif0044.xml,5,2,2,αὐτοῦ,grc,0,,,,,
5,5,haif0044.xml,6,3,3,καὶ,grc,0,,,,,
6,6,haif0044.xml,7,3,3,ὑιοῦς,grc,0,,,,,
7,7,haif0044.xml,8,4,4,λούκιου,grc,0,,,,,
8,8,haif0044.xml,9,4,4,θύμου,grc,0,,,,,
9,9,haif0044.xml,10,5,5,εὐ,grc,0,,,,,
10,10,haif0044.xml,11,6,6,μεγάλη,grc,0,,,,,
11,11,haif0044.xml,12,8,8,ε,grc,0,,,,,
12,12,haif0044.xml,13,8,8,γ,grc,0,,,,,
13,13,haif0044.xml,14,8,8,γύς,grc,0,,,,,
14,14,haif0044.xml,15,8,8,καί,grc,0,,,,,
15,15,haif0044.xml,16,9,9,λ,grc,0,,,,,
16,16,haif0044.xml,17,9,9,ή,grc,0,,,,,
17,17,haif0044.xml,18,9,9,θη,grc,0,,,,,
