,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,beth0247.xml,1,1,1,הארון,he,0,,,,,
1,1,beth0247.xml,2,1,1,הזה,he,0,,,,,
2,2,beth0247.xml,3,1,1,של,he,0,,,,,
3,3,beth0247.xml,4,2,2,בתו,he,0,,,,,
4,4,beth0247.xml,5,2,2,של,he,0,,,,,
5,5,beth0247.xml,6,2,2,רבי,he,0,,,,,
6,6,beth0247.xml,7,2,2,יהושוע,he,0,,,,,
7,7,beth0247.xml,8,4,4,זכר,he,0,,,,,
8,8,beth0247.xml,9,5,5,צדיקים,he,0,,,,,
9,9,beth0247.xml,10,5,5,לברכה,he,0,,,,,
