,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,hamm0008.xml,1,1,1,ἐν,grc,0,,,,,
1,1,hamm0008.xml,2,1,1,τοῖς,grc,0,,,,,
2,2,hamm0008.xml,3,1,1,θείοις,grc,0,,,,,
3,3,hamm0008.xml,4,2,2,τούτοις,grc,0,,,,,
4,4,hamm0008.xml,5,2,3,τό,grc,0,,,,,
5,5,hamm0008.xml,6,3,3,ποις,grc,0,,,,,
6,6,hamm0008.xml,7,3,3,μνήσθωσιν,grc,0,,,,,
7,7,hamm0008.xml,8,4,4,κυρνανὸς,grc,0,,,,,
8,8,hamm0008.xml,9,5,5,καὶ,grc,0,,,,,
9,9,hamm0008.xml,10,5,5,ἠσάκιος,grc,0,,,,,
10,10,hamm0008.xml,11,6,6,συμφυλεὺς,grc,0,,,,,
11,11,hamm0008.xml,12,7,7,σύμμαχοι,grc,0,,,,,
12,12,hamm0008.xml,13,7,7,φίλ,grc,0,,,,,
13,13,hamm0008.xml,14,7,7,οι,grc,0,,,,,
