,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,mger0148.xml,1,2,2,די,arc,0,,,,,
1,1,mger0148.xml,2,2,2,מנ,arc,0,,,,,
2,2,mger0148.xml,3,3,3,יהוספ,arc,0,,,,,
3,3,mger0148.xml,4,3,3,בר,arc,0,,,,,
4,4,mger0148.xml,5,3,3,יסון,arc,0,,,,,
5,5,mger0148.xml,6,3,3,הקרב,arc,0,,,,,
6,6,mger0148.xml,7,3,3,אבנה,arc,0,,,,,
7,7,mger0148.xml,8,3,3,דה,arc,0,,,,,
8,8,mger0148.xml,9,3,3,ל,arc,0,,,,,
9,9,mger0148.xml,10,3,3,ה,arc,0,,,,,
10,10,mger0148.xml,11,3,3,י,arc,0,,,,,
11,11,mger0148.xml,12,3,3,מל,arc,0,,,,,
12,12,mger0148.xml,13,4,4,ובאת,arc,0,,,,,
13,13,mger0148.xml,14,4,4,רא,arc,0,,,,,
