,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,mare0015.xml,1,1,1,כנה,arc,0,,,,,
1,1,mare0015.xml,2,1,1,ל,arc,0,,,,,
2,2,mare0015.xml,3,1,1,ל,arc,0,,,,,
3,3,mare0015.xml,4,1,1,תנחום,arc,0,,,,,
4,4,mare0015.xml,5,2,2,לשנת,arc,0,,,,,
5,5,mare0015.xml,6,2,2,תבן,arc,0,,,,,
6,6,mare0015.xml,7,2,2,טעון,arc,0,,,,,
7,7,mare0015.xml,8,3,3,זי,arc,0,,,,,
8,8,mare0015.xml,9,3,3,לא,arc,0,,,,,
9,9,mare0015.xml,10,3,3,מעתדן,arc,0,,,,,
