,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,beth0174.xml,1,1,1,εὐμοίρι,grc,0,,,,,
1,1,beth0174.xml,2,1,1,ἀριστέαׁ,grc,0,,,,,
2,2,beth0174.xml,3,1,1,ἐν,grc,0,,,,,
3,3,beth0174.xml,4,1,1,εἰρή,grc,0,,,,,
4,4,beth0174.xml,5,1,2,νηι,grc,0,,,,,
5,5,beth0174.xml,6,2,2,ἡ,grc,0,,,,,
6,6,beth0174.xml,7,2,2,κύμισις,grc,0,,,,,
7,7,beth0174.xml,8,2,2,τοῦ,grc,0,,,,,
8,8,beth0174.xml,9,3,3,ὁσίου,grc,0,,,,,
9,9,beth0174.xml,10,3,3,ἀριστέου,grc,0,,,,,
