,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,idum0674.xml,1,1,1,ב,arc,0,,,,,
1,1,idum0674.xml,2,1,1,לאלול,arc,0,,,,,
2,2,idum0674.xml,3,1,1,עליד,arc,0,,,,,
3,3,idum0674.xml,4,1,1,שמרי,arc,0,,,,,
4,4,idum0674.xml,5,2,2,חגי,arc,0,,,,,
5,5,idum0674.xml,6,2,2,וחלפן,arc,0,,,,,
6,6,idum0674.xml,7,2,2,אקן,arc,0,,,,,
7,7,idum0674.xml,8,2,2,מובלן,arc,0,,,,,
8,8,idum0674.xml,9,3,3,קוסרם,arc,0,,,,,
9,9,idum0674.xml,10,3,3,וקוסשמע,arc,0,,,,,
10,10,idum0674.xml,11,3,3,ו,arc,0,,,,,
11,11,idum0674.xml,12,4,4,תבן,arc,0,,,,,
12,12,idum0674.xml,13,4,4,פחלצן,arc,0,,,,,
13,13,idum0674.xml,14,4,4,יתה,arc,0,,,,,
