,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,hamm0026.xml,1,1,1,χριστὲ,grc,0,,,,,
1,1,hamm0026.xml,2,1,1,βοήθει,grc,0,,,,,
2,2,hamm0026.xml,3,2,2,ϲιρικίῳ,grc,0,,,,,
3,3,hamm0026.xml,4,2,2,τῷ,grc,0,,,,,
4,4,hamm0026.xml,5,3,4,μαγιστρια,grc,0,,,,,
5,5,hamm0026.xml,6,4,4,νῷ,grc,0,,,,,
6,6,hamm0026.xml,7,4,4,τῷ,grc,0,,,,,
7,7,hamm0026.xml,8,4,5,γαζαι,grc,0,,,,,
8,8,hamm0026.xml,9,5,5,ῳ,grc,0,,,,,
9,9,hamm0026.xml,10,5,5,καὶ,grc,0,,,,,
10,10,hamm0026.xml,11,5,6,ἀντω,grc,0,,,,,
11,11,hamm0026.xml,12,6,6,νίνῳ,grc,0,,,,,
