,Unnamed: 0,Text,Word Number,Line Start,Line End,Normalized,Language,Number,POS Tagger Word,Part of Speech,Part of Speech (Secondary Info),POS Tagger Lemma,Lemmatizer Lemma
0,0,mums0001.xml,1,1,1,αλλ,grc,0,,,,,
1,1,mums0001.xml,2,2,2,ουφ,grc,0,,,,,
2,2,mums0001.xml,3,3,3,ου,grc,0,,,,,
3,3,mums0001.xml,4,3,3,δι,grc,0,,,,,
4,4,mums0001.xml,5,4,4,ακών,grc,0,,,,,
5,5,mums0001.xml,6,5,5,ου,grc,0,,,,,
